0.0061506,0.201183432,0.11,0.491944764,0.220440882,0.076233184,0.325217391,0.639344262,0.567642957,0.019625819,0.719926457,0,0.120450202,0.302,0.599297337,0,0,0.023406834,0.429552906,0.047193422,0.013533509,1,0.270994424,0.098577611,0.085821243,1,1
0,0.171597633,0.31,0.867088608,0.162324649,0.064061499,0.04,0.300546448,0.546722455,0.017045262,0.506163678,0.030190009,0.021508965,0.359333333,0.770271948,0.074976361,0.012317642,0,0.759133151,0.149982124,0.03012511,0.106153088,0.393432521,0.040538459,0.02884148,0.084759945,0.416339958
0.00442708,0.284023669,0.47,0.991944764,0.154308617,0.050608584,0.034782609,0.218579235,0.419804742,0.044344844,0.55600474,0.046521185,0.021639322,0.425333333,0.741535025,0.061447705,0.017396257,0.003676737,0.719877035,0.048400072,0.00419152,0.015432008,0.35192065,0.051189046,0,0.008482508,0.288966942
0.0162822,0.343195266,0.43,0.83716916,0.144288577,0.048046124,0,0.229508197,0.315202232,0.030830872,0.00283393,0.075794929,0.091429577,0.38356896,0.675543492,0.050135399,0.044664983,0.055834619,0.655287054,0,0,0.038970001,0.300335958,0.080668761,0.025785669,0.070576417,0.233857304
0.04794428,0.461538462,0.56,0.691024166,0.148296593,0.048686739,0.031304348,0.136612022,0.171548117,0.10169434,0.016909699,0.089152768,0.023582078,0.4286591,0.612522499,0.057217475,0.073764647,0.071287272,0.607910494,0.081739364,0.049320349,0.031104465,0.147649774,0.03982996,0.047460729,0.025257795,0.195530381
0.0579238,0.479289941,0.51,0.956846951,0.206412826,0.069186419,0.083478261,0.180327869,0.188284519,0.078537231,0.088606333,0.117061301,0.076780486,0.006666667,0.559632388,0.08305178,0.153290392,0.123983719,0.667552242,0.14797104,0.115060526,0.027797464,0.111476498,0.075004621,0.072491494,0.014791647,0.167567434
0.06440559,0.656804734,0.72,0.768124281,0.170340681,0.061499039,0.102608696,0.098360656,0.121338912,0.153067808,0.095251808,0.15002699,0.073782267,0,0.502017033,0.07451722,0.18410097,0.149306598,0.54991746,0.139747944,0.172744979,0.003193105,0.028144646,0.034608631,0.020987373,0.011214439,0.120249329
0.02865099,0.615384615,0.42,0.524165708,0.062124248,0.03331198,0.116521739,0.31147541,0.083682008,0.774065397,0.165029295,0.165014359,0.093466228,0.536666667,0.413043301,0.073322325,0.184566941,0.143848456,0.229352973,0.094967823,0.306724826,0.006053178,0,0.040026338,0.027269625,0.030432111,0.107288175
0.04264868,0.727810651,0.61,0.415420023,0.064128257,0.02818706,0.172173913,0.174863388,0.011157601,0.913585277,0.242559837,0.197430457,0.088382291,0.536,0.368559973,0.103492951,0.207867852,0.166913509,0.19856374,0.18417054,0.26626361,0,0.029134152,0.032617903,0.049487596,0.019391825,0.079102613
0.04972863,0.674556213,0.45,0.284234753,0,0,0.126956522,0.081967213,0.029288703,1,0.055378958,0.221134637,0.107544823,0.463333333,0.32072996,0.103008407,0.262701833,0.201246984,0.147246959,0.187432964,0.174277406,0.005697501,0.017491157,0,0.048319045,0.022364455,0.060192686
