0.20118343,0.11000000,0.49194476,0.22044088,0.07623300,0.32521739,0.63934426,0.56764296,0.00000000,0.12045020,0.30200000,0.59929734,0.00000000,0.00000000,0.02340700,0.42955300,0.04719300,0.01353400,1.00000000,0.27099400,0.09857800,0.08582100,1.00000000
0.17159763,0.31000000,0.86708861,0.16232465,0.06406100,0.04000000,0.30054645,0.54672246,0.03019001,0.02150897,0.35933333,0.77027195,0.07497600,0.01231800,0.00000000,0.75913300,0.14998200,0.03012500,0.10615300,0.39343300,0.04053800,0.02884100,0.41634000
0.28402367,0.47000000,0.99194476,0.15430862,0.05060900,0.03478261,0.21857924,0.41980474,0.04652119,0.02163932,0.42533333,0.74153503,0.06144800,0.01739600,0.00367700,0.71987700,0.04840000,0.00419200,0.01543200,0.35192100,0.05118900,0.00000000,0.28896700
0.34319527,0.43000000,0.83716916,0.14428858,0.04804600,0.00000000,0.22950820,0.31520223,0.07579493,0.09142958,0.38356896,0.67554349,0.05013500,0.04466500,0.05583500,0.65528700,0.00000000,0.00000000,0.03897000,0.30033600,0.08066900,0.02578600,0.23385700
0.46153846,0.56000000,0.69102417,0.14829659,0.04868700,0.03130435,0.13661202,0.17154812,0.08915277,0.02358208,0.42865910,0.61252250,0.05721700,0.07376500,0.07128700,0.60791000,0.08173900,0.04932000,0.03110400,0.14765000,0.03983000,0.04746100,0.19553000
0.47928994,0.51000000,0.95684695,0.20641283,0.06918600,0.08347826,0.18032787,0.18828452,0.11706130,0.07678049,0.00666667,0.55963239,0.08305200,0.15329000,0.12398400,0.66755200,0.14797100,0.11506100,0.02779700,0.11147600,0.07500500,0.07249100,0.16756700
0.65680473,0.72000000,0.76812428,0.17034068,0.06149900,0.10260870,0.09836066,0.12133891,0.15002699,0.07378227,0.00000000,0.50201703,0.07451700,0.18410100,0.14930700,0.54991700,0.13974800,0.17274500,0.00319300,0.02814500,0.03460900,0.02098700,0.12024900
0.61538462,0.42000000,0.52416571,0.06212425,0.03331200,0.11652174,0.31147541,0.08368201,0.16501436,0.09346623,0.53666667,0.41304330,0.07332200,0.18456700,0.14384800,0.22935300,0.09496800,0.30672500,0.00605300,0.00000000,0.04002600,0.02727000,0.10728800
0.72781065,0.61000000,0.41542002,0.06412826,0.02818700,0.17217391,0.17486339,0.01115760,0.19743046,0.08838229,0.53600000,0.36855997,0.10349300,0.20786800,0.16691400,0.19856400,0.18417100,0.26626400,0.00000000,0.02913400,0.03261800,0.04948800,0.07910300
0.67455621,0.45000000,0.28423475,0.00000000,0.00000000,0.12695652,0.08196721,0.02928870,0.22113464,0.10754482,0.46333333,0.32072996,0.10300800,0.26270200,0.20124700,0.14724700,0.18743300,0.17427700,0.00569800,0.01749100,0.00000000,0.04831900,0.06019300
0.76923077,0.23000000,0.68584580,0.30260521,0.16271600,0.34608696,0.02732240,0.42538354,0.21722879,0.02906969,0.47200000,0.51095686,0.05609500,0.25587700,0.26706600,0.42418100,0.09268900,0.39744600,0.01093700,0.19352900,0.12628600,0.09295700,0.16382000
0.69822485,0.25000000,0.82623705,0.62725451,0.21396500,0.47652174,0.09836066,0.53417015,0.27322838,0.04340900,0.47800000,0.46856786,0.10562800,0.36002600,0.34418400,0.52121900,0.24736300,0.49431000,0.05455300,0.32877700,0.25128200,0.13141500,0.05330400
0.73372781,0.29000000,0.70195627,0.57915832,0.20948100,0.44347826,0.68852459,0.52440725,0.33994093,0.00000000,0.47933333,0.43558567,0.13579500,0.43416000,0.34188500,0.46921600,0.12598300,0.36532100,0.01816100,0.28334800,0.09581700,0.11931600,0.03851200
0.69822485,0.22000000,0.52243959,0.61122245,0.18257500,0.40869565,0.38797814,0.55788006,0.34049542,0.18849675,0.33400000,0.50762079,0.20311100,0.40503500,0.35588700,0.49513600,0.18846100,0.48551200,0.00031300,0.24472800,0.11898200,0.14781600,0.04908700
0.77514793,0.18000000,0.82278481,0.59318637,0.19090300,0.41565217,0.57923497,0.53277545,0.34213930,0.05813938,0.51933333,0.41241712,0.16931500,0.41954800,0.34001000,0.41120000,0.21281700,0.29769700,0.03163300,0.35454000,0.15161500,0.13085200,0.03945200
0.76923077,0.26000000,0.71116226,0.61322645,0.22357500,0.46608696,0.54098361,0.60529986,0.42535100,0.00000000,0.51600000,0.42589585,0.24022800,0.55182500,0.46202600,0.56826400,0.37410600,0.38020300,0.35408000,0.47723200,0.25094000,0.22764500,0.08815600
0.79881657,0.28000000,0.71001151,0.61723447,0.21140300,0.44173913,0.38251366,0.60251046,0.32903065,0.01616431,0.45066667,0.38839599,0.18233700,0.41120800,0.33963700,0.39098500,0.16401500,0.35642800,0.01350600,0.30692500,0.20812200,0.17395900,0.04613100
0.94082840,0.23000000,0.92692750,0.70340681,0.24023100,0.53739130,0.37704918,1.00000000,0.42141257,0.05667093,0.54852028,0.37454785,0.22843100,0.49086300,0.40366400,0.42543700,0.25460300,0.35622800,0.01286200,0.35921500,0.14050600,0.27134700,0.03344200
0.92307692,0.17000000,0.68872267,0.62324649,0.24215200,0.53739130,0.00000000,0.69874477,0.43096107,0.09855017,0.81933333,0.28051666,0.24387400,0.54537500,0.43235300,0.41253100,0.25219000,0.55604900,0.02820200,0.38039100,0.18486800,0.24716400,0.02881600
0.91124260,1.00000000,0.00000000,0.14228457,0.04484300,0.41217391,0.14207650,0.00000000,0.50594358,0.08694836,0.51066667,0.02044096,0.29200400,0.55947800,0.45784200,0.00000000,0.28745100,0.47942900,0.39809000,0.35350300,0.06962900,0.29783000,0.04154200
0.82840237,0.42000000,0.43153050,0.20040080,0.07879600,0.33217391,0.43715847,0.10460251,0.33927005,0.06921976,0.49066667,0.00000000,0.19855100,0.59663600,0.44692600,0.02467200,0.34970500,0.49402200,0.05522400,0.06091700,0.06462700,0.16344200,0.04005800
0.88757396,0.09000000,0.73014960,0.74148297,0.23638700,0.56347826,0.23497268,0.79497908,0.48093147,0.09610651,0.74002964,0.24882434,0.21232200,0.58137900,0.47760300,0.30868300,0.25889300,0.39990000,0.02280600,0.75198300,0.19133300,0.13012300,0.00570100
