1.00000000,0.06000000,0.83486766,0.73346693,0.26649600,0.59304348,0.17486339,0.87029289,0.52263354,0.08186442,0.85533333,0.27041293,0.27072600,0.62619500,0.52438600,0.37915400,0.28253500,0.80674900,0.41607100,1.00000000,0.17210700,0.15633800,0.01221900
0.89349112,0.05000000,0.59263521,0.78156313,0.26969900,0.63130435,0.59016393,0.87866109,0.60878400,0.05514116,0.69200000,0.28621947,0.34960800,0.75053400,0.63299900,0.48565900,0.34916900,0.56966500,0.02229800,0.57157900,0.16397100,0.17714900,0.01083400
0.83431953,0.12000000,0.68584580,0.78156313,0.27226100,0.63652174,0.36065574,0.83682008,0.55928491,0.04758044,0.78000000,0.29747651,0.33546600,0.67167400,0.60715900,0.39136700,0.33473400,0.56830100,0.01409200,0.45516100,0.11932800,0.17633200,0.00113800
0.75147929,0.09000000,0.63751438,0.75951904,0.27866800,0.65391304,0.36065574,0.88563459,0.53559541,0.01238395,0.59200000,0.35585955,0.24983700,0.67094900,0.59083600,0.38995200,0.25817800,0.49984200,0.02658300,0.37693700,0.11091500,0.16640500,0.00000000
0.73372781,0.14000000,0.68239356,0.69739479,0.24599600,0.55652174,0.31147541,0.81450488,0.54151860,0.00000000,1.00000000,0.34553294,0.28743500,0.62144100,0.52888100,0.40148100,0.26555200,0.41693900,0.01675500,0.34135000,0.10677500,0.08013400,0.02238500
0.74556213,0.11000000,0.68929804,0.72745491,0.24343400,0.55826087,0.33879781,0.80195258,0.55049145,0.00000000,0.85333333,0.34439733,0.28597400,0.66054700,0.57179000,0.36266900,0.29250100,0.44316200,0.04819600,0.38466900,0.12318300,0.15799200,0.01195900
0.73372781,0.19000000,0.61277330,0.76953908,0.32479200,0.58434783,0.31693989,0.83263598,0.65964973,0.00000000,0.73400000,0.54095321,0.37338800,0.72158500,0.66187500,0.43041900,0.37133500,0.80560800,0.01893200,0.28714600,0.13985200,0.18095000,0.00456400
0.68047337,0.16000000,0.67261220,0.75350701,0.26649600,0.60869565,0.23497268,0.87726639,0.61778621,0.00000000,0.56066667,0.46766221,0.38391900,0.70067000,0.63736000,0.41078500,0.33491200,0.56095100,0.02798500,0.36327300,0.13136500,0.29494500,0.00394500
0.91124260,0.09000000,0.67894131,0.77354709,0.28315200,0.65217391,0.42622951,0.85495119,0.62507604,0.00000000,0.74466667,0.55125506,0.28804600,0.73860400,0.73349400,0.48908600,0.40959100,0.82257400,0.01450200,0.32232400,0.17530700,0.22346200,0.01219400
0.83431953,0.13000000,0.77387802,0.75350701,0.26201200,0.60695652,0.55737705,0.83403068,0.61734262,0.03415363,0.66133333,0.40141481,0.28929000,0.72662100,0.66394600,0.52428700,0.42813700,0.53274600,0.00875500,0.34659400,0.15220000,0.15246000,0.00032200
0.69230769,0.17000000,0.24223245,0.91783567,0.32607300,0.74956522,0.30054645,0.90934449,0.79461759,0.00000000,0.80733333,0.62231730,0.43071200,0.85573500,0.79953000,0.59113300,0.46603500,0.93901100,0.04702700,0.27433000,0.34818500,0.24829600,0.00510800
0.59763314,0.15000000,0.69505178,0.88376754,0.34529100,0.80173913,0.54644809,0.89958159,0.77256056,0.11352542,0.69568965,0.57555842,0.45818800,0.90737300,0.82594000,0.58090300,0.58401900,0.71680800,0.03410200,0.30663400,0.13664800,0.27737600,0.00215200
0.57988166,0.20000000,1.00000000,0.87374750,0.30749500,0.72521739,0.22404372,0.84518829,0.80999192,0.00000000,0.64526214,0.71306781,0.42023100,0.86552500,0.89025700,0.67501300,0.58817500,1.00000000,0.02835600,0.31918400,0.11560100,0.26286700,0.00432900
0.55621302,0.00000000,0.63578826,0.88376754,0.31518300,0.71652174,0.34972678,0.78661088,0.69394700,1.00000025,0.51230249,0.57501290,0.41616200,0.80495300,0.80667600,0.58462800,0.42742200,0.50009600,0.04648500,0.25550000,0.14025200,0.27652200,0.01087100
0.49704142,0.04000000,0.61047181,0.85571142,0.29788600,0.67478261,0.55737705,0.81450488,0.69566426,0.78477791,0.47490444,0.57949336,0.52218400,0.78968000,0.79124400,0.63346100,0.58558300,0.65239500,0.06347600,0.30181700,0.26232200,0.38809800,0.04065200
0.47337278,0.01000000,0.59090909,0.90981964,0.31966700,0.73739130,0.42076503,0.88423989,0.72246147,0.00000000,0.63523504,0.55943459,0.57759100,0.80073400,0.81273500,0.59645500,0.59219700,0.52918400,0.05572300,0.26876700,0.26132400,0.40566800,0.02211300
0.37278107,0.06000000,0.79516686,0.98396794,0.34593200,0.79130435,0.54098361,0.92608089,0.84799814,0.00000000,0.82664613,0.69316470,0.61766700,0.83508200,0.83164700,0.65186200,0.64327900,0.81536200,0.05899700,0.22492600,0.19307000,0.45675800,0.01084600
0.30177515,0.11000000,0.55868815,0.96392786,0.33760400,0.78260870,0.44262295,1.00000000,1.00000005,0.17869887,0.62125993,0.80922825,0.87808500,0.93672900,0.90695300,0.88586900,0.79589700,0.72946000,0.06153200,0.26652700,0.25767000,0.73913900,0.01129200
0.25443787,0.24000000,0.72151899,0.94789579,0.34593200,0.81913044,0.48087432,0.92329149,0.87201553,0.18963728,0.83450824,0.99999994,0.89761700,1.00000000,1.00000000,0.97417200,1.00000000,0.91097000,0.06458600,0.24732300,1.00000000,0.66643100,0.01449500
0.18343195,0.18000000,0.61047181,1.00000000,0.35938500,1.00000000,0.46448087,0.91073919,0.95576776,0.10197797,0.83137949,0.99774530,1.00000000,0.97013100,0.87643100,1.00000000,0.92474100,0.73752600,0.04980000,0.26647900,0.29837000,1.00000000,0.06015600
0.00000000,0.12000000,0.29919448,0.65731463,0.22870000,0.53217391,1.00000000,0.61924686,0.63750275,0.16235025,0.55512267,0.54832737,0.25464300,0.63861300,0.47940500,0.30972900,0.11977100,0.32727000,0.14520400,0.39465300,0.19162600,0.17861200,0.13328500
0.39644970,0.24000000,0.58860760,0.58917836,0.20819987,0.47478261,0.43169399,0.65271967,0.51535675,0.07469477,0.45933333,0.57281041,0.28449036,0.46576642,0.33918159,0.54891154,0.36905613,0.33339014,0.11748814,0.37408086,0.15763331,0.06908926,0.28319131
