0.015699,0.11,0.4919448,0.2204409,0.0762332,0.3252174,0.6393443,0.567643,0.0196258,0.7199265,0
0.0302324,0.31,0.8670886,0.1623246,0.0640615,0.04,0.3005464,0.5467225,0.0170453,0.5061637,0.03019
0.0516108,0.47,0.9919448,0.1543086,0.0506086,0.0347826,0.2185792,0.4198047,0.0443448,0.5560047,0.0465212
0.102924,0.43,0.8371692,0.1442886,0.0480461,0,0.2295082,0.3152022,0.0308309,0.0028339,0.0757949
0.2369237,0.56,0.6910242,0.1482966,0.0486867,0.0313043,0.136612,0.1715481,0.1016943,0.0169097,0.0891528
0.2008631,0.51,0.956847,0.2064128,0.0691864,0.0834783,0.1803279,0.1882845,0.0785372,0.0886063,0.1170613
0.306664,0.72,0.7681243,0.1703407,0.061499,0.1026087,0.0983607,0.1213389,0.1530678,0.0952518,0.150027
0.9718509,0.42,0.5241657,0.0621242,0.033312,0.1165217,0.3114754,0.083682,0.7740654,0.1650293,0.1650144
0.9415441,0.61,0.41542,0.0641283,0.0281871,0.1721739,0.1748634,0.0111576,0.9135853,0.2425598,0.1974305
1,0.45,0.2842348,0,0,0.1269565,0.0819672,0.0292887,1,0.055379,0.2211346
0.06168,0.23,0.6858458,0.3026052,0.1627162,0.346087,0.0273224,0.4253835,0.0860752,0.076423,0.2172288
0.0118797,0.25,0.8262371,0.6272545,0.2139654,0.4765217,0.0983607,0.5341702,0.0204747,0.1960415,0.2732284
0.0087795,0.29,0.7019563,0.5791583,0.2094811,0.4434783,0.6885246,0.5244073,0.0151438,0.1849657,0.3399409
0.0146326,0.22,0.5224396,0.6112224,0.1825753,0.4086957,0.3879781,0.5578801,0.0205766,0.2325916,0.3404954
0.0080603,0.18,0.8227848,0.5931864,0.1909033,0.4156522,0.579235,0.5327755,0.0156871,0.2037946,0.3421393
0.0079115,0.26,0.7111623,0.6132265,0.2235746,0.466087,0.5409836,0.6052999,0.0146345,0.1384474,0.425351
0.0217257,0.28,0.7100115,0.6172345,0.2114029,0.4417391,0.3825137,0.6025105,0.0241418,0.189396,0.3290306
0.0101932,0.23,0.9269275,0.7034068,0.2402306,0.5373913,0.3770492,1,0.0248209,0.2414233,0.4214126
0.0499244,0.17,0.6887227,0.6232465,0.2421525,0.5373913,0,0.6987448,0.0550745,0.5404986,0.4309611
0.6600283,1,0,0.1422846,0.044843,0.4121739,0.1420765,0,0.614716,0.69999,0.5059436
0.6536048,0.42,0.4315305,0.2004008,0.0787956,0.3321739,0.4371585,0.1046025,0.5816441,0.671193,0.33927
0.0464274,0.09,0.7301496,0.741483,0.2363869,0.5634783,0.2349727,0.7949791,0.0473668,0.321571,0.4809315
0.0375239,0.06,0.8348677,0.7334669,0.2664958,0.5930435,0.1748634,0.8702929,0.0501511,0.1528459,0.5226335
0.0126485,0.05,0.5926352,0.7815631,0.2696989,0.6313043,0.5901639,0.8786611,0.0148043,0.1617066,0.608784
0.0161454,0.12,0.6858458,0.7815631,0.2722614,0.6365217,0.3606557,0.8368201,0.0208142,0.4485696,0.5592849
0.0161702,0.09,0.6375144,0.759519,0.2786675,0.653913,0.3606557,0.8856346,0.02696,0.4075891,0.5355954
0.0326877,0.14,0.6823936,0.6973948,0.2459962,0.5565217,0.3114754,0.8145049,0.0144647,0.573726,0.5415186
0.0070683,0.11,0.689298,0.7274549,0.2434337,0.5582609,0.3387978,0.8019526,0.0116804,0.2647114,0.5504915
0.0085315,0.19,0.6127733,0.7695391,0.3247918,0.5843478,0.3169399,0.832636,0.0147024,0.4817969,0.6596497
0.0017857,0.16,0.6726122,0.753507,0.2664958,0.6086957,0.2349727,0.8772664,0.0154154,0.9137528,0.6177862
0.0076635,0.09,0.6789413,0.7735471,0.2831518,0.6521739,0.4262295,0.8549512,0.0136498,0.4075891,0.625076
0.0087547,0.13,0.773878,0.753507,0.2620115,0.6069565,0.557377,0.8340307,0.0093036,0.4518923,0.6173426
0.0050346,0.17,0.2422325,0.9178357,0.326073,0.7495652,0.3005464,0.9093445,0.0133442,0.4075891,0.7946176
0.0036953,0.15,0.6950518,0.8837675,0.3452915,0.8017391,0.5464481,0.8995816,0.0123256,0.0099062,0.7725606
0.0002976,0.2,1,0.8737475,0.3074952,0.7252174,0.2240437,0.8451883,0.0029201,0.3699608,0.8099919
0.0014881,0,0.6357883,0.8837675,0.3151826,0.7165217,0.3497268,0.7866109,0.0046857,0.1022287,0.693947
0.0011656,0.04,0.6104718,0.8557114,0.297886,0.6747826,0.557377,0.8145049,0.0054667,0.0309508,0.6956643
0.0010168,0.01,0.5909091,0.9098196,0.3196669,0.7373913,0.420765,0.8842399,0.0017317,0,0.7224615
0.0017857,0.06,0.7951669,0.9839679,0.3459321,0.7913043,0.5409836,0.9260809,0.0009168,0.5699844,0.8479981
0,0.11,0.5586881,0.9639279,0.3376041,0.7826087,0.442623,1,0.0008828,0.56818,1.0000001
0.000868,0.24,0.721519,0.9478958,0.3459321,0.8191304,0.4808743,0.9232915,0,0.7314438,0.8720155
0.0007192,0.18,0.6104718,1,0.359385,1,0.4644809,0.9107392,0.0041764,1.0010973,0.9557678
0.0092012,0.12,0.2991945,0.6573146,0.2286996,0.5321739,1,0.6192469,0.0011884,0.3805478,0.6375028
0.0091516,0.24,0.5886076,0.5891784,0.2081999,0.4747826,0.431694,0.6527197,0.0032936,0.3677163,0.5153568
